APLIKASI GAK ADA GUNA NYA	General Aspect
akses layanan Kurang memuaskan	Out of Aspect
update tdk bisa scan QR	Support and Updates
masukin foto kk g bisa	Functionality and Perfomance
memori Menuhin	Functionality and Perfomance
loginya susah sekali	User Experince
aplikasinya gak bisa di gunain	Functionality and Perfomance
Aplikasi bodong	General Aspect
cek selalu tidak dikenali	Functionality and Perfomance
download ga kebuka	Functionality and Perfomance
Aolikasi errorr	Functionality and Perfomance
aplikasi buruk banget	General Aspect
masuk mental terus	Functionality and Perfomance
aplikasi gk bisa buat bayar pajak	Functionality and Perfomance
wa slow bgt	Support and Updates
masuk Tidak bisa	Functionality and Perfomance
scenc lemoooooot	Functionality and Perfomance
server Tidak bisa terkoneksi	Functionality and Perfomance
app ga niat bikin	General Aspect
scan QR Code produk tidak bisa	Functionality and Perfomance
apk bermasalah	Functionality and Perfomance
daftar error	Functionality and Perfomance
presensi kesulitan	Functionality and Perfomance
MASUK GAK BISA	Functionality and Perfomance
aplikasinya mantap sekali	General Aspect
Penangannya langsung cepat	Out of Aspect
Scan produk tidak dikenali	Functionality and Perfomance
koleksinya tidak bisa dipinjam	Functionality and Perfomance
apk buruk bgt	General Aspect
password gagal terus	Functionality and Perfomance
nama pelapornya dibocorkan	Security
apk GK berfungsi	Functionality and Perfomance
Aplikasi JAMBAAAAANNNNN	General Aspect
aplikasi lama loading	Functionality and Perfomance
Aplikasi membantu sekali	User Experince
kualitas buruk bgd	General Aspect
ngecek pajak tidak bisa	Functionality and Perfomance
apk ga bisa d gunakan	Functionality and Perfomance
melngechek sertifikat vaksin tidak bisa	Functionality and Perfomance
option utk membuat akun tidak tersedia	User Experince
upload ga bisa terbuka	Functionality and Perfomance
update tidak bisa akses	Support and Updates
pilihan untuk anak tidak ada	User Experince
Aplikasi makin jelek	General Aspect
Aplikasi menyusahkan	User Experince
SMART service menyusahkan	User Experince
Aplikasi aman	General Aspect
nyambung wifi angel banget	Functionality and Perfomance
Responnya sangat cepat	Support and Updates
LAPORAN GAK DI TERIMA	Out of Aspect
apk lucu	General Aspect
apk ga ada yg becus	General Aspect
layanan Mempermudah	Out of Aspect
scan Gak fungsi	Functionality and Perfomance
bikin aplikasi ga becus	Support and Updates
Aplikasi sangat jelek	General Aspect
aplikasi Bnyk keluhan	General Aspect
Aplikasi sangat bagus sekali	General Aspect
MASUK GAK BISA	Functionality and Perfomance
Apk jlek sekali	General Aspect
aplikasi abal abal	General Aspect
Apk lemot	Functionality and Perfomance
apk sampah	General Aspect
dftar eror trs	Functionality and Perfomance
Aplikasi paling buruk	General Aspect
Respon lama	Out of Aspect
App sampah	General Aspect
mengidentifikasi loading doang	Functionality and Perfomance
aplikasi ga bisa di pake	Functionality and Perfomance
Apl jelek	General Aspect
INFONYA KURANG JELAS	Out of Aspect
log in ga bsa	Functionality and Perfomance
Apk agak lemot	Functionality and Perfomance
fungsinya luar biasa	Functionality and Perfomance
Apk tidak berguna	General Aspect
scan Gak jelas	Functionality and Perfomance
masuk tidak bisa	Functionality and Perfomance
Ngecek g keluar	Functionality and Perfomance
Aplikasi nggak stabil banget	Functionality and Perfomance
scan loading terus	Functionality and Perfomance
mengurus penambahan KK Mudah	Functionality and Perfomance
aplikasiii bodoh	General Aspect
menu gak bisa diakses	Functionality and Perfomance
apknya Perbaiki	General Aspect
responnya cepet banget	Support and Updates
kirim email kagak ada balesan	Support and Updates
Pencarian informasi produk lelet banget	Functionality and Perfomance
pelayanan Mantap sekali	User Experince
Aplikasinya suka gila	General Aspect
masuk susah	User Experince
cctv analitic gabisa liat	Functionality and Perfomance
cek gk ada hasilnya	Functionality and Perfomance
ngecek lama bgd	Functionality and Perfomance
updet gak mau login	Functionality and Perfomance
apk Tolong di permudah	User Experince
notif tidak ada	Functionality and Perfomance
datanya hilang	Functionality and Perfomance
Aplikasi luar biasa	General Aspect
verif gagal	Functionality and Perfomance
Aplikasi GK jelas	General Aspect
Aplikasi membantu	General Aspect
gabisa login	Functionality and Perfomance
login susah betul	User Experince
Aplikasi sangat membantu	User Experince
pelayanan Bagus	Out of Aspect
Aplikasi tidak bisa bisa di gunakan	Functionality and Perfomance
muter mulu	Functionality and Perfomance
pelayanan pemerintah semakin baik	Out of Aspect
aplikasi Tak berguna	User Experince
Aplikasi gak jelaps	General Aspect
daftar utk aduan ga bisa	Functionality and Perfomance
survei tidak bisa membuka	Functionality and Perfomance
aplikasinya bapuk amat	General Aspect
barcode gak bisa di baca	Functionality and Perfomance
scan tidak terdaftar	Functionality and Perfomance
Aplikasi bodong	General Aspect
buka Ga bisa	Functionality and Perfomance
Loading trus	Functionality and Perfomance
aplikasinya Mudah	User Experince
apk Aneh	General Aspect
Aplikasi banyak bug	Functionality and Perfomance
Aplikasi nggak guna	User Experince
Aplikasi Tolol	General Aspect
cek pajak susah	General Aspect
aplikasinya Bagus	General Aspect
aplikasi gak bisa	Functionality and Perfomance
sistem bobrok skali	Functionality and Perfomance
pengarahan sangat memuaskan	User Experince
Apk ga bisa digunain	Functionality and Perfomance
aplikasi tdk berfungsi	Functionality and Perfomance
kode gk ada data	Functionality and Perfomance
wifi tidak bisa digunakan	Functionality and Perfomance
hasil GX muncul	Functionality and Perfomance
update app tidak bisa menyimpan akun	Support and Updates
layanan semakin lengkap	Out of Aspect
Daftar vaksin ga bisa	Functionality and Perfomance
SCAN GA BISAA	Functionality and Perfomance
aplikasi memudahkan	User Experince
server error terus	Functionality and Perfomance
LOGON GABISA	Functionality and Perfomance
Aplikasi sangt mmpersulit	Functionality and Perfomance
Aplikasi unfaedah	General Aspect
aplikasi apus aja	General Aspect
absen pulang gk bsa	Functionality and Perfomance
APPS BAPUK BANGET	General Aspect
ngelacak kaleng gak bisa	Functionality and Perfomance
Aplikasi terlemot	Functionality and Perfomance
login Gabisa	Functionality and Perfomance
Fitur cek pajak hilang	Functionality and Perfomance
scan barcode berfungsi dengan baik	Functionality and Perfomance
Bukunya lengkap banget	User Experince
Pelayanan dibantu	Out of Aspect
servernya bermasalah	Functionality and Perfomance
aplikasi lama loading	Functionality and Perfomance
hasil scan tdk langsung keluar	Functionality and Perfomance
login Susah amat	Functionality and Perfomance
server Ngga bisa terkoneksi	Functionality and Perfomance
cctv analitic error	Functionality and Perfomance
aplikasinya Tidak berjalan	Functionality and Perfomance
Pelayanan pertahankan	Out of Aspect
login tidak bisa	Functionality and Perfomance
scanning Tidak bisa	Functionality and Perfomance
aplikasi kosonfan gini	General Aspect
sistem Mohon diperbaiki	Functionality and Perfomance
bug Masih banyak	Functionality and Perfomance
apk sampah	Functionality and Perfomance
Aplikasi loading Mulu	Functionality and Perfomance
aplikasi macet	Functionality and Perfomance
ngecek produk ngga bisa	Functionality and Perfomance
petugasnya ramah	Out of Aspect
menu vaksinnya gabiza di akses	Functionality and Perfomance
Pelayanannya nggak bisa sat set	User Experince
login Ga bisa	Functionality and Perfomance
login tidak berjalan	Functionality and Perfomance
masuk nga bisa	Functionality and Perfomance
ngecek ga bisa	Functionality and Perfomance
Aplikasi bodoh	General Aspect
Aplikasi log out trus	Functionality and Perfomance
scan loading terus	Functionality and Perfomance
Apk gajelas	General Aspect
dibuka Ga bisa	Functionality and Perfomance
aplikasi ga bisa ngecek expired	General Aspect
Aplikasi sgt bermanfaat	User Experince
download gak bisa	Functionality and Perfomance
Pelayalan mudah	Out of Aspect
Aplikasi gk bisa di gunakan	Functionality and Perfomance
INFORMASI BERBELIT	Out of Aspect
apknya loading doang	Functionality and Perfomance
aplikasinya Baguuss sekali	General Aspect
data vaksin hilang	Security
cek status vaksin ga bisa kebuka	Functionality and Perfomance
aplikasi ga pernah improve	Support and Updates
aplikasi bapuk banget	General Aspect
verifikasi email gak masuk	Functionality and Perfomance
aplikasi unpaedah	General Aspect
Fitur ganti nomor HP tidak ada	Functionality and Perfomance
pelayanan Memudahkan	Out of Aspect
Aplikasi sangat memudahkan sekali	User Experince
pengelola aplikasi memperbaiki kendala	Support and Updates
aplikasi ga bisa d buka	Functionality and Perfomance
no tidak terdaftar	Functionality and Perfomance
Layanannya cepat	Out of Aspect
mencari informasi memudahkan	User Experince
apk lama banget	Functionality and Perfomance
Verikasi lambat	Functionality and Perfomance
masuk halaman utama leeeeemmmootttt banget	Functionality and Perfomance
update error	Support and Updates
pembaruan eror	Support and Updates
ngescan ga bisa	Functionality and Perfomance
apk Ga jelas banget	General Aspect
aplikasi merugikan orang lain	General Aspect
identitas pelapor dibocorkan	Security
Aplikasinya Kerennn	General Aspect
Pelayananya ramah	Out of Aspect
aplikasi ga bisa digunakan	Functionality and Perfomance
Registrasi Akun Ga bisa	Functionality and Perfomance
Aplikasi uninstall aja	Out of Aspect
bikin password eror	Functionality and Perfomance
Aplikasi jlek sekali	General Aspect
search engine SEGERA diperbaiki	Functionality and Perfomance
ngecek muter-muter mulu	Functionality and Perfomance
update susah	Support and Updates
Aplikasi labil banget	General Aspect
aplikasi Tolong diperbaiki	Functionality and Perfomance
cek info pkb Tidak bisa dipakai	Functionality and Perfomance
bayar ga bisa	Functionality and Perfomance
servernya lemot	Functionality and Perfomance
buka aplikasi gabisa bisa	Functionality and Perfomance
aplikasi tidak bisa dibuka	Functionality and Perfomance
apk hangus	General Aspect
APLIKASI BAGUS	General Aspect
dibuka Gk bisa	Functionality and Perfomance
submit tidak bisa	Functionality and Perfomance
dipake ga bisa	Functionality and Perfomance
aplikasinya gak bisa di gunain	Functionality and Perfomance
chat admin Ga ada	User Experince
aplikasinya terus di perbaharui	Support and Updates
aplikasi cacat	Functionality and Perfomance
cek Gak bisa	Functionality and Perfomance
aplikasinya Error	Functionality and Perfomance
Unduh surat kematian lodingnya gak henti henti	Functionality and Perfomance
Aplikasi lengkap	User Experince
daftar susah	User Experince
aplikasi sagat berat	User Experince
aplikasi tidak muncul	Functionality and Perfomance
unduh sertif vaksin Ga bisa	Functionality and Perfomance
pinjam buku Gk bisa	Functionality and Perfomance
scane qrcode muter muter	Functionality and Perfomance
bikin aplikasi jangan nanggung	General Aspect
Aplikasi kurang update	Support and Updates
apk ga bisa di pake	Functionality and Perfomance
apk mudah di akses	User Experince
Login error	Functionality and Perfomance
scan Tidak muncul tanggal kadaluarsa	Functionality and Perfomance
aplikasinya ngeblank	Functionality and Perfomance
notifnya gak ada	User Experince
unduh sertifikat Gabisa	Functionality and Perfomance
Aplikasi ga bisa dipakai	Functionality and Perfomance
update gak membantu	Support and Updates
mendaftar akun sedang error	Functionality and Perfomance
ngecek lama bgd	Functionality and Perfomance
aplikasinya segera di perbaiki	Functionality and Perfomance
jaringan internet tida ada	Functionality and Perfomance
play CCTV Gak bisa	Functionality and Perfomance
Absen gak bisa	Functionality and Perfomance
kapasitas servernya ditambah	Functionality and Perfomance
notifikasinya ngga muncul	Functionality and Perfomance
performanya sangat kurang	Functionality and Perfomance
Sambara butut	General Aspect
Aplikasi loading terus	Functionality and Perfomance
Diupdate malah makin eror	Support and Updates
aplikasinya di perbaiki	Functionality and Perfomance
Aplikasi terkeren	General Aspect
APLIKASI TIDAK BERGUNA	General Aspect
apknya lambat banget	Functionality and Perfomance
cek pajak tidak terdaftar	Functionality and Perfomance
Apk lemot	Functionality and Perfomance
app ga bisa dipake	General Aspect
aplikasi Sangat buruk	General Aspect
Aplikasi JAMBAAAAANNNNN	General Aspect
apknya gk berfungsi	Functionality and Perfomance
Aplikasi blank	Functionality and Perfomance
pembayaran PKB Ga bisa	Functionality and Perfomance
kualitas grafiknya sangat buriq	User Interface
Update gak bisa di Buka	Support and Updates
apk banyak kendala	Functionality and Perfomance
cek pajak ga bsa d pakai	Functionality and Perfomance
pajak onlinenya di hilankan	Functionality and Perfomance
Aplikasinya sulit untuk upload	User Experince
ganti nomor ribet	User Experince
Aplikasi Membantu	User Experince
menu tidak berfungsi	Functionality and Perfomance
aplikasi uninstall saja	General Aspect
respon Cepat	Out of Aspect
pembaharuan KTP susah	Functionality and Perfomance
fitur-fitur tidak di bisa dibuka	Functionality and Perfomance
Scan eror	Functionality and Perfomance
cek tnkb ga bisa	Functionality and Perfomance
cari produk Bug terus	Functionality and Perfomance
aplikasi g bsa	Functionality and Perfomance
Data hilang	Security
responya cepat	Out of Aspect
Pelayanan sangat membantu	User Experince
komplain tdk ad respon	Out of Aspect
cek pkb udah gk ada	User Experince
responnya baik	Out of Aspect
apk gak bisa apa apa	Functionality and Perfomance
help desk gak bisa	Functionality and Perfomance
aplikasi Baguslah	General Aspect
pelayanan masyarakat Mempermudah	Out of Aspect
Layanannya baik	Out of Aspect
update sering lemot	Support and Updates
Aplikasi Ga jelas	General Aspect
follow upnya Tidak pake lama	Support and Updates
aplikasi mudah untuk diakses	User Experince
ngecek susah	Functionality and Perfomance
Aplikasi cepat	User Experince
pake ga bisa	Functionality and Perfomance
dibuka tidak bisa	Functionality and Perfomance
Loading lambat	Functionality and Perfomance
